"""sitename"""	"""siteengname"""	SO2 Average 	Maximum	X	Y	Xtwd	Ytwd	Months 
??	Changhua	1.81	10.3	120.541519	24.066	203376.8957	2662408.563	4
??	Xianxi	1.96	6.9	120.469061	24.131672	196036.0031	2669707.797	4
??	Erlin	2.75	6.3	120.409653	23.925175	189901.7565	2646862.1	4
??	Nantou	2.11	10.7	120.685306	23.913	217960.9325	2645423.87	4
??	Douliu	2.37	11.2	120.544994	23.711853	203604.1387	2623186.376	4
??	Lunbei	1.96	9	120.348742	23.757547	183615.4515	2628324.597	4
??	Xingang	2.03	8.1	120.345531	23.554839	183185.239	2605876.77	4
??	Puzi	1.97	4.4	120.2478	23.46538	173155.6228	2596018.432	4
??	Taixi	2.4	14.8	120.1993333	23.702175	168350.7048	2622269.861	4
??	Chiayi	2.76	13.8	120.4412515	23.46477865	192918.7784	2595861.802	4
??	Xinying	3.17	8	120.31725	23.305633	180167.1651	2578292.065	4
??	Shanhua			120.2974053	23.11337642	178034.4504	2557010.964	4
??	Annan	2.18	7.8	120.2175	23.048197	169810.9055	2549834.555	4
??	Tainan	2.08	13.8	120.22085	22.99123	170120.6725	2543524.177	4
??	Meinong	1.8	7.1	120.530542	22.883583	201833.2379	2531468.788	4
??	Qiaotou	1.84	7.5	120.305689	22.757506	178696.8572	2517598.62	4
??	Renwu	1.51	9.2	120.332631	22.689056	181429.6846	2510006.131	4
??	Fengshan	1.72	11.2	120.357422	22.628126	183947.8166	2503247.93	4
??	Daliao	1.94	5.8	120.425311	22.56413611	190899.162	2496133.724	4
??	Linyuan	1.9	7.2	120.41175	22.4795	189467.6618	2486767.36	4
??	Nanzi	1.61	5.6	120.328289	22.733667	181005.9027	2514948.11	4
??	Zuoying	2.02	10.3	120.292917	22.674861	177341.558	2508453.136	4
??	Qianjin	1.82	11.3	120.2867611	22.63390278	176687.2193	2503920.683	4
??	Qianzhen	2.66	10.3	120.3083336	22.6044507	178889.5598	22.6044507	4
??	Xiaogang	1.31	7.2	120.337736	22.565833	181893.5435	2496358.931	4
??	Pingtung	2.31	12.5	120.488033	22.673081	197391.0605	2508173.804	4
??	Chaozhou	1.89	6.8	120.561175	22.523108	204858.2576	2491543.305	4
??	Hengchun	2.1	8.8	120.788928	21.958069	228199.9944	2428929.591	4
??	Taitung	2.16	8.1	121.15045	22.755358	265450.6396	2517201.492	4
??	Hualien	2.39	14.1	121.599769	23.971306	311035.7319	2651975.171	4
??	Yangming	3.01	37.3	121.529583	25.182722	303377.2655	2786121.42	4
??	Yilan	2.79	30.7	121.746394	24.747917	325495.3942	2738062.753	4
??	Dongshan	2.08	10.2	121.792928	24.632203	330276.4487	2725272.259	4
??	Sanchong	2.21	11.7	121.493806	25.072611	299815.8397	2773911.122	4
??	Zhongli	1.99	9.3	121.221667	24.953278	272383.556	2760620.856	4
??	Zhushan	1.74	6.6	120.677306	23.756389	217106.971	2628081.672	4
??	Yonghe	0.64	3.3	121.516306	25.017	302109.2082	2767759.828	4
??	Fuxing	1.68	6.3	120.312017	22.608711	179270.4418	2501118.895	4
??	Puli	1.9	5.3	120.967903	23.968842	246733.614	2651572.87	4
??	Matsu	1.57	5.8	119.9314938	26.15188416	143168.4096	2893811.43	4
??	Kinmen	1.31	4.9	118.312256	24.432133	-22600.7287	2705527.895	4
??	Magong	1	2.1	119.566158	23.569031	103626.4632	2608028.345	4
??	Guanshan	1.14	2.5	121.161933	23.045083	266594.619	2549284.521	4
??	Mailiao	1.59	5.6	120.251825	23.753506	173733.7193	2627925.665	4
???	FugueiCape	2.39	20.4	121.5365689	25.29681695	173733.7193	2627925.665	4
??	Dacheng	2.01	5.5	120.2696417	23.85493056	175607.7527	2639149.039	4
??	Keelung	1.91	7	121.760056	25.129167	326641.0947	2780300.361	5
??	Xizhi	1.57	5.1	121.64081	25.06624	314649.5064	2773267.652	5
??	Wanli	1.9	5.8	121.689881	25.179667	319536.0581	2785856.183	5
??	Xindian	2.47	4.9	121.537778	24.977222	304293.8287	2763362.251	5
??	Tucheng	2.85	5.9	121.451861	24.982528	295617.6015	2763918.33	5
??	Banqiao	1.97	6.3	121.458667	25.012972	296293.3026	2767292.737	5
??	Xinzhuang	1.61	5	121.4325	25.037972	293643.389	2770053.158	5
??	Cailiao	2.09	5.2	121.481028	25.06895	298528.2	2773500.962	5
??	Linkou	2.75	7.9	121.3654898	25.07798949	286869.3782	2774465.731	5
??	Tamsui	2.42	7.8	121.449239	25.1645	295285.9191	2784073.597	5
??	Shilin	2.3	8.6	121.5166636	25.10334003	302108.7712	2777323.471	5
??	Zhongshan	1.78	3.8	121.526528	25.062361	303121.3595	2772788.228	5
??	Wanhua	3.01	6.04	121.507972	25.046503	301255.8092	2771024.55	5
??	Guting	2.14	4.7	121.529556	25.020608	303444.953	2768164.63	5
??	Songshan	1.78	5.8	121.578611	25.05	308381.9745	2771440.514	5
??	Datong	3.58	18.1	121.5134207	25.06331455	301798.5412	2772888.765	5
??	Taoyuan	2.37	6.6	121.3050053	24.9947107	280788.6456	2765226.36	5
??	Dayuan	2.39	6.7	121.2025147	25.06100357	270431.7556	2772549.774	5
??	Guanyin	2.05	4.7	121.0828309	25.03556747	258358.544	2769719.669	5
??	Pingzhen	0.68	3.8	121.203986	24.952786	270598.2355	2760563.563	5
??	Longtan	2.16	7.4	121.2164577	24.86400048	271873.2622	2750731.543	5
??	Hukou	3.14	14.2	121.0388689	24.90009696	253926.5933	2754712.78	5
??	Zhudong	2.4	5.3	121.0889549	24.74091408	258997.847	2737084.183	5
??	Hsinchu	2.47	6.4	120.9723675	24.8056356	247206.4037	2744249.997	5
??	Toufen	1.91	4.6	120.8986929	24.69690679	239749.1152	2732210.903	5
??	Miaoli	2.06	5.5	120.8201147	24.56499183	231778.9513	2717608.589	5
??	Sanyi	1.96	5.3	120.7595675	24.38248443	225610.8072	2697404.393	5
??	Fengyuan	2.39	5.7	120.7425241	24.25699731	223856.2162	2683509.479	5
??	Shalu	1.54	3.8	120.568794	24.225628	206204.9642	2680078.798	5
??	Dali	1.93	5.1	120.6784444	24.09961111	217309.5348	2666092.325	5
??	Zhongming	1.88	5	120.641092	24.151958	213526.9718	2671898.973	5
??	Xitun	2.56	9.7	120.616917	24.162197	211073.3337	2673039.462	5
??	Changhua	1.96	11.9	120.541519	24.066	203376.8957	2662408.563	5
??	Xianxi	1.8	3.9	120.469061	24.131672	196036.0031	2669707.797	5
??	Erlin	2.75	6	120.409653	23.925175	189901.7565	2646862.1	5
??	Nantou	1.89	4.9	120.685306	23.913	217960.9325	2645423.87	5
??	Douliu	2.01	6.7	120.544994	23.711853	203604.1387	2623186.376	5
??	Lunbei	1.71	12.8	120.348742	23.757547	183615.4515	2628324.597	5
??	Xingang	1.87	5.3	120.345531	23.554839	183185.239	2605876.77	5
??	Puzi	1.86	3.9	120.2478	23.46538	173155.6228	2596018.432	5
??	Taixi	1.92	6	120.1993333	23.702175	168350.7048	2622269.861	5
??	Chiayi	3.01	11.8	120.4412515	23.46477865	192918.7784	2595861.802	5
??	Xinying	3.02	7.5	120.31725	23.305633	180167.1651	2578292.065	5
??	Shanhua			120.2974053	23.11337642	178034.4504	2557010.964	5
??	Annan	1.63	10.1	120.2175	23.048197	169810.9055	2549834.555	5
??	Tainan	1.79	10.2	120.22085	22.99123	170120.6725	2543524.177	5
??	Meinong	1.78	5.2	120.530542	22.883583	201833.2379	2531468.788	5
??	Qiaotou	1.72	7.3	120.305689	22.757506	178696.8572	2517598.62	5
??	Renwu	1.27	3.3	120.332631	22.689056	181429.6846	2510006.131	5
??	Fengshan	1.43	12.6	120.357422	22.628126	183947.8166	2503247.93	5
??	Daliao	2.12	5.3	120.425311	22.56413611	190899.162	2496133.724	5
??	Linyuan	1.62	9.3	120.41175	22.4795	189467.6618	2486767.36	5
??	Nanzi	1.74	4.5	120.328289	22.733667	181005.9027	2514948.11	5
??	Zuoying	2.04	6.6	120.292917	22.674861	177341.558	2508453.136	5
??	Qianjin	2.1	23.8	120.2867611	22.63390278	176687.2193	2503920.683	5
??	Qianzhen	2.22	8.7	120.3083336	22.6044507	178889.5598	22.6044507	5
??	Xiaogang	1.46	4.7	120.337736	22.565833	181893.5435	2496358.931	5
??	Pingtung	2	14.2	120.488033	22.673081	197391.0605	2508173.804	5
??	Chaozhou	1.88	6.78	120.561175	22.523108	204858.2576	2491543.305	5
??	Hengchun	2.07	8.6	120.788928	21.958069	228199.9944	2428929.591	5
??	Taitung	2.11	6.2	121.15045	22.755358	265450.6396	2517201.492	5
??	Hualien	2.64	21	121.599769	23.971306	311035.7319	2651975.171	5
??	Yangming	2.73	19.3	121.529583	25.182722	303377.2655	2786121.42	5
??	Yilan	2.91	27.6	121.746394	24.747917	325495.3942	2738062.753	5
??	Dongshan	2.79	8.2	121.792928	24.632203	330276.4487	2725272.259	5
??	Sanchong	1.85	6.6	121.493806	25.072611	299815.8397	2773911.122	5
??	Zhongli	1.89	5.1	121.221667	24.953278	272383.556	2760620.856	5
??	Zhushan	1.69	6.5	120.677306	23.756389	217106.971	2628081.672	5
??	Yonghe	0.67	2.1	121.516306	25.017	302109.2082	2767759.828	5
??	Fuxing	1.68	6.7	120.312017	22.608711	179270.4418	2501118.895	5
??	Puli	1.98	5.6	120.967903	23.968842	246733.614	2651572.87	5
??	Matsu	1.71	6.2	119.9314938	26.15188416	143168.4096	2893811.43	5
??	Kinmen	1.14	7.5	118.312256	24.432133	-22600.7287	2705527.895	5
??	Magong	1.24	2.4	119.566158	23.569031	103626.4632	2608028.345	5
??	Guanshan	1.24	3.2	121.161933	23.045083	266594.619	2549284.521	5
??	Mailiao	2.08	7.4	120.251825	23.753506	173733.7193	2627925.665	5
???	FugueiCape	2.17	6.2	121.5365689	25.29681695	173733.7193	2627925.665	5
??	Dacheng	2.13	6.5	120.2696417	23.85493056	175607.7527	2639149.039	5
??	Keelung	2.05	6.7	121.760056	25.129167	326641.0947	2780300.361	6
??	Xizhi	1.68	5.6	121.64081	25.06624	314649.5064	2773267.652	6
??	Wanli	1.8	8	121.689881	25.179667	319536.0581	2785856.183	6
??	Xindian	2.19	5.4	121.537778	24.977222	304293.8287	2763362.251	6
??	Tucheng	2.77	7.1	121.451861	24.982528	295617.6015	2763918.33	6
??	Banqiao	1.83	7.4	121.458667	25.012972	296293.3026	2767292.737	6
??	Xinzhuang	1.48	5.8	121.4325	25.037972	293643.389	2770053.158	6
??	Cailiao	2.07	5.8	121.481028	25.06895	298528.2	2773500.962	6
??	Linkou	2.55	8.1	121.3654898	25.07798949	286869.3782	2774465.731	6
??	Tamsui	2.63	7.3	121.449239	25.1645	295285.9191	2784073.597	6
??	Shilin	2.17	8.7	121.5166636	25.10334003	302108.7712	2777323.471	6
??	Zhongshan	1.82	7.6	121.526528	25.062361	303121.3595	2772788.228	6
??	Wanhua	2.85	8.96	121.507972	25.046503	301255.8092	2771024.55	6
??	Guting	2.05	5.4	121.529556	25.020608	303444.953	2768164.63	6
??	Songshan	1.73	5.1	121.578611	25.05	308381.9745	2771440.514	6
??	Datong	3.31	27.5	121.5134207	25.06331455	301798.5412	2772888.765	6
??	Taoyuan	2.49	8.6	121.3050053	24.9947107	280788.6456	2765226.36	6
??	Dayuan	2.14	10.5	121.2025147	25.06100357	270431.7556	2772549.774	6
??	Guanyin	1.99	5.8	121.0828309	25.03556747	258358.544	2769719.669	6
??	Pingzhen	0.71	3.7	121.203986	24.952786	270598.2355	2760563.563	6
??	Longtan	2.32	10.1	121.2164577	24.86400048	271873.2622	2750731.543	6
??	Hukou	3.29	11.6	121.0388689	24.90009696	253926.5933	2754712.78	6
??	Zhudong	2.5	5.9	121.0889549	24.74091408	258997.847	2737084.183	6
??	Hsinchu	2.32	10.5	120.9723675	24.8056356	247206.4037	2744249.997	6
??	Toufen	2.64	6.3	120.8986929	24.69690679	239749.1152	2732210.903	6
??	Miaoli	2.27	5.9	120.8201147	24.56499183	231778.9513	2717608.589	6
??	Sanyi	2.13	5.7	120.7595675	24.38248443	225610.8072	2697404.393	6
??	Fengyuan	2.38	5.4	120.7425241	24.25699731	223856.2162	2683509.479	6
??	Shalu	1.77	29.7	120.568794	24.225628	206204.9642	2680078.798	6
??	Dali	2.18	6	120.6784444	24.09961111	217309.5348	2666092.325	6
??	Zhongming	2.09	5.8	120.641092	24.151958	213526.9718	2671898.973	6
??	Xitun	2.5	11.5	120.616917	24.162197	211073.3337	2673039.462	6
??	Changhua	1.67	13.6	120.541519	24.066	203376.8957	2662408.563	6
??	Xianxi	1.98	8.2	120.469061	24.131672	196036.0031	2669707.797	6
??	Erlin	2.92	7	120.409653	23.925175	189901.7565	2646862.1	6
??	Nantou	1.98	9.5	120.685306	23.913	217960.9325	2645423.87	6
??	Douliu	2.09	17.9	120.544994	23.711853	203604.1387	2623186.376	6
??	Lunbei	2.04	5.5	120.348742	23.757547	183615.4515	2628324.597	6
??	Xingang	1.99	5.9	120.345531	23.554839	183185.239	2605876.77	6
??	Puzi	1.79	4.6	120.2478	23.46538	173155.6228	2596018.432	6
??	Taixi	2.01	18.7	120.1993333	23.702175	168350.7048	2622269.861	6
??	Chiayi	2.98	20.1	120.4412515	23.46477865	192918.7784	2595861.802	6
??	Xinying	3.12	7.1	120.31725	23.305633	180167.1651	2578292.065	6
??	Shanhua			120.2974053	23.11337642	178034.4504	2557010.964	6
??	Annan	1.69	4.5	120.2175	23.048197	169810.9055	2549834.555	6
??	Tainan	2	6.8	120.22085	22.99123	170120.6725	2543524.177	6
??	Meinong	1.84	5.4	120.530542	22.883583	201833.2379	2531468.788	6
??	Qiaotou	1.79	5.3	120.305689	22.757506	178696.8572	2517598.62	6
??	Renwu	1.3	4.6	120.332631	22.689056	181429.6846	2510006.131	6
??	Fengshan	1.81	12.8	120.357422	22.628126	183947.8166	2503247.93	6
??	Daliao	2.24	7.1	120.425311	22.56413611	190899.162	2496133.724	6
??	Linyuan	1.67	6.3	120.41175	22.4795	189467.6618	2486767.36	6
??	Nanzi	1.77	6.1	120.328289	22.733667	181005.9027	2514948.11	6
??	Zuoying	1.89	4.3	120.292917	22.674861	177341.558	2508453.136	6
??	Qianjin	2.43	7.2	120.2867611	22.63390278	176687.2193	2503920.683	6
??	Qianzhen	2.83	18.6	120.3083336	22.6044507	178889.5598	22.6044507	6
??	Xiaogang	1.36	4.6	120.337736	22.565833	181893.5435	2496358.931	6
??	Pingtung	2.09	14.9	120.488033	22.673081	197391.0605	2508173.804	6
??	Chaozhou	2.05	9.25	120.561175	22.523108	204858.2576	2491543.305	6
??	Hengchun	1.95	8	120.788928	21.958069	228199.9944	2428929.591	6
??	Taitung	2.61	8.1	121.15045	22.755358	265450.6396	2517201.492	6
??	Hualien	2.98	15	121.599769	23.971306	311035.7319	2651975.171	6
??	Yangming	2.15	28.4	121.529583	25.182722	303377.2655	2786121.42	6
??	Yilan	2.59	13.9	121.746394	24.747917	325495.3942	2738062.753	6
??	Dongshan	3.62	12.4	121.792928	24.632203	330276.4487	2725272.259	6
??	Sanchong	2.36	21	121.493806	25.072611	299815.8397	2773911.122	6
??	Zhongli	1.96	9.2	121.221667	24.953278	272383.556	2760620.856	6
??	Zhushan	1.56	6.8	120.677306	23.756389	217106.971	2628081.672	6
??	Yonghe	0.72	2.8	121.516306	25.017	302109.2082	2767759.828	6
??	Fuxing	1.72	6.5	120.312017	22.608711	179270.4418	2501118.895	6
??	Puli	2.09	5.6	120.967903	23.968842	246733.614	2651572.87	6
??	Matsu	1.61	6.6	119.9314938	26.15188416	143168.4096	2893811.43	6
??	Kinmen	1.18	6.7	118.312256	24.432133	-22600.7287	2705527.895	6
??	Magong	1.09	3.4	119.566158	23.569031	103626.4632	2608028.345	6
??	Guanshan	1.11	3.7	121.161933	23.045083	266594.619	2549284.521	6
??	Mailiao	1.98	4.6	120.251825	23.753506	173733.7193	2627925.665	6
???	FugueiCape	2.59	13.4	121.5365689	25.29681695	173733.7193	2627925.665	6
??	Dacheng	2.12	4.4	120.2696417	23.85493056	175607.7527	2639149.039	6
??	Keelung	1.73	8.4	121.760056	25.129167	326641.0947	2780300.361	7
??	Xizhi	1.64	6.9	121.64081	25.06624	314649.5064	2773267.652	7
??	Wanli	2.05	9.7	121.689881	25.179667	319536.0581	2785856.183	7
??	Xindian	2.33	5.3	121.537778	24.977222	304293.8287	2763362.251	7
??	Tucheng	2.6	6.5	121.451861	24.982528	295617.6015	2763918.33	7
??	Banqiao	2.04	7.5	121.458667	25.012972	296293.3026	2767292.737	7
??	Xinzhuang	1.82	5	121.4325	25.037972	293643.389	2770053.158	7
??	Cailiao	2.06	5.5	121.481028	25.06895	298528.2	2773500.962	7
??	Linkou	2.72	14.8	121.3654898	25.07798949	286869.3782	2774465.731	7
??	Tamsui	2.24	8.4	121.449239	25.1645	295285.9191	2784073.597	7
??	Shilin	2.03	8.1	121.5166636	25.10334003	302108.7712	2777323.471	7
??	Zhongshan	2.24	5.5	121.526528	25.062361	303121.3595	2772788.228	7
??	Wanhua	2.7	10.05	121.507972	25.046503	301255.8092	2771024.55	7
??	Guting	1.94	7.3	121.529556	25.020608	303444.953	2768164.63	7
??	Songshan	2.04	5.5	121.578611	25.05	308381.9745	2771440.514	7
??	Datong	3.38	24.9	121.5134207	25.06331455	301798.5412	2772888.765	7
??	Taoyuan	2.41	7.3	121.3050053	24.9947107	280788.6456	2765226.36	7
??	Dayuan	2.04	12.6	121.2025147	25.06100357	270431.7556	2772549.774	7
??	Guanyin	1.97	5.1	121.0828309	25.03556747	258358.544	2769719.669	7
??	Pingzhen	0.69	4.3	121.203986	24.952786	270598.2355	2760563.563	7
??	Longtan	2.76	11.4	121.2164577	24.86400048	271873.2622	2750731.543	7
??	Hukou	3.89	48.8	121.0388689	24.90009696	253926.5933	2754712.78	7
??	Zhudong	2.44	4.8	121.0889549	24.74091408	258997.847	2737084.183	7
??	Hsinchu	2.61	11.3	120.9723675	24.8056356	247206.4037	2744249.997	7
??	Toufen	2.6	27.3	120.8986929	24.69690679	239749.1152	2732210.903	7
??	Miaoli	2.53	8	120.8201147	24.56499183	231778.9513	2717608.589	7
??	Sanyi	2.08	6.9	120.7595675	24.38248443	225610.8072	2697404.393	7
??	Fengyuan	2.13	16.5	120.7425241	24.25699731	223856.2162	2683509.479	7
??	Shalu	1.59	8.2	120.568794	24.225628	206204.9642	2680078.798	7
??	Dali	1.95	5.9	120.6784444	24.09961111	217309.5348	2666092.325	7
??	Zhongming	1.93	7.5	120.641092	24.151958	213526.9718	2671898.973	7
??	Xitun	1.92	9	120.616917	24.162197	211073.3337	2673039.462	7
??	Changhua	1.61	5.1	120.541519	24.066	203376.8957	2662408.563	7
??	Xianxi	2.11	18.1	120.469061	24.131672	196036.0031	2669707.797	7
??	Erlin	2.78	10.7	120.409653	23.925175	189901.7565	2646862.1	7
??	Nantou	1.88	13.5	120.685306	23.913	217960.9325	2645423.87	7
??	Douliu	1.66	16.6	120.544994	23.711853	203604.1387	2623186.376	7
??	Lunbei	2	9.7	120.348742	23.757547	183615.4515	2628324.597	7
??	Xingang	1.79	4.5	120.345531	23.554839	183185.239	2605876.77	7
??	Puzi	1.79	3.5	120.2478	23.46538	173155.6228	2596018.432	7
??	Taixi	2.4	15.9	120.1993333	23.702175	168350.7048	2622269.861	7
??	Chiayi	2.73	14.9	120.4412515	23.46477865	192918.7784	2595861.802	7
??	Xinying	3.16	10.9	120.31725	23.305633	180167.1651	2578292.065	7
??	Shanhua			120.2974053	23.11337642	178034.4504	2557010.964	7
??	Annan	2.25	6.2	120.2175	23.048197	169810.9055	2549834.555	7
??	Tainan	2.19	10.1	120.22085	22.99123	170120.6725	2543524.177	7
??	Meinong	1.79	5.6	120.530542	22.883583	201833.2379	2531468.788	7
??	Qiaotou	1.94	10.7	120.305689	22.757506	178696.8572	2517598.62	7
??	Renwu	1.34	4.4	120.332631	22.689056	181429.6846	2510006.131	7
??	Fengshan	1.68	7.7	120.357422	22.628126	183947.8166	2503247.93	7
??	Daliao	2.26	6.9	120.425311	22.56413611	190899.162	2496133.724	7
??	Linyuan	2	17	120.41175	22.4795	189467.6618	2486767.36	7
??	Nanzi	1.96	5.7	120.328289	22.733667	181005.9027	2514948.11	7
??	Zuoying	2.16	7	120.292917	22.674861	177341.558	2508453.136	7
??	Qianjin	2.05	10.3	120.2867611	22.63390278	176687.2193	2503920.683	7
??	Qianzhen	2.86	17	120.3083336	22.6044507	178889.5598	22.6044507	7
??	Xiaogang	1.35	6.8	120.337736	22.565833	181893.5435	2496358.931	7
??	Pingtung	2.26	15.5	120.488033	22.673081	197391.0605	2508173.804	7
??	Chaozhou	1.95	7.35	120.561175	22.523108	204858.2576	2491543.305	7
??	Hengchun	2.11	13.1	120.788928	21.958069	228199.9944	2428929.591	7
??	Taitung	2.59	12.3	121.15045	22.755358	265450.6396	2517201.492	7
??	Hualien	2.83	12.8	121.599769	23.971306	311035.7319	2651975.171	7
??	Yangming	2.37	23.8	121.529583	25.182722	303377.2655	2786121.42	7
??	Yilan	3.13	25.1	121.746394	24.747917	325495.3942	2738062.753	7
??	Dongshan	3.57	12	121.792928	24.632203	330276.4487	2725272.259	7
??	Sanchong	2.46	17.3	121.493806	25.072611	299815.8397	2773911.122	7
??	Zhongli	2.05	16.4	121.221667	24.953278	272383.556	2760620.856	7
??	Zhushan	1.74	12.4	120.677306	23.756389	217106.971	2628081.672	7
??	Yonghe	0.75	2.6	121.516306	25.017	302109.2082	2767759.828	7
??	Fuxing	1.68	10.1	120.312017	22.608711	179270.4418	2501118.895	7
??	Puli	2.04	5.3	120.967903	23.968842	246733.614	2651572.87	7
??	Matsu	1.93	5.9	119.9314938	26.15188416	143168.4096	2893811.43	7
??	Kinmen	1.17	6.1	118.312256	24.432133	-22600.7287	2705527.895	7
??	Magong	1.53	3.3	119.566158	23.569031	103626.4632	2608028.345	7
??	Guanshan	1.24	4	121.161933	23.045083	266594.619	2549284.521	7
??	Mailiao	1.69	3.7	120.251825	23.753506	173733.7193	2627925.665	7
???	FugueiCape	2.74	10.4	121.5365689	25.29681695	173733.7193	2627925.665	7
??	Dacheng	2.03	5.1	120.2696417	23.85493056	175607.7527	2639149.039	7
??	Keelung	1.85	10.5	121.760056	25.129167	326641.0947	2780300.361	8
??	Xizhi	1.57	5.2	121.64081	25.06624	314649.5064	2773267.652	8
??	Wanli	2.12	11.9	121.689881	25.179667	319536.0581	2785856.183	8
??	Xindian	2.34	11.9	121.537778	24.977222	304293.8287	2763362.251	8
??	Tucheng	2.74	9.4	121.451861	24.982528	295617.6015	2763918.33	8
??	Banqiao	2.17	9	121.458667	25.012972	296293.3026	2767292.737	8
??	Xinzhuang	1.97	8.6	121.4325	25.037972	293643.389	2770053.158	8
??	Cailiao	2.24	8.5	121.481028	25.06895	298528.2	2773500.962	8
??	Linkou	2.98	9.4	121.3654898	25.07798949	286869.3782	2774465.731	8
??	Tamsui	2.21	9.1	121.449239	25.1645	295285.9191	2784073.597	8
??	Shilin	2.69	13.7	121.5166636	25.10334003	302108.7712	2777323.471	8
??	Zhongshan	2.03	5.5	121.526528	25.062361	303121.3595	2772788.228	8
??	Wanhua	3.24	11.96	121.507972	25.046503	301255.8092	2771024.55	8
??	Guting	2.37	6.8	121.529556	25.020608	303444.953	2768164.63	8
??	Songshan	2.02	6.4	121.578611	25.05	308381.9745	2771440.514	8
??	Datong	3.29	31	121.5134207	25.06331455	301798.5412	2772888.765	8
??	Taoyuan	1.95	6.9	121.3050053	24.9947107	280788.6456	2765226.36	8
??	Dayuan	2.08	12	121.2025147	25.06100357	270431.7556	2772549.774	8
??	Guanyin	1.92	4.9	121.0828309	25.03556747	258358.544	2769719.669	8
??	Pingzhen	0.44	2.8	121.203986	24.952786	270598.2355	2760563.563	8
??	Longtan	2.98	9.8	121.2164577	24.86400048	271873.2622	2750731.543	8
??	Hukou	4.69	32	121.0388689	24.90009696	253926.5933	2754712.78	8
??	Zhudong	2.6	6.4	121.0889549	24.74091408	258997.847	2737084.183	8
??	Hsinchu	3.23	11	120.9723675	24.8056356	247206.4037	2744249.997	8
??	Toufen	3.01	12.9	120.8986929	24.69690679	239749.1152	2732210.903	8
??	Miaoli	2.79	9.4	120.8201147	24.56499183	231778.9513	2717608.589	8
??	Sanyi	1.96	5.2	120.7595675	24.38248443	225610.8072	2697404.393	8
??	Fengyuan	2.19	8.3	120.7425241	24.25699731	223856.2162	2683509.479	8
??	Shalu	1.58	8.8	120.568794	24.225628	206204.9642	2680078.798	8
??	Dali	2.02	5.7	120.6784444	24.09961111	217309.5348	2666092.325	8
??	Zhongming	2.27	17.4	120.641092	24.151958	213526.9718	2671898.973	8
??	Xitun	1.95	7.1	120.616917	24.162197	211073.3337	2673039.462	8
??	Changhua	2.14	5.7	120.541519	24.066	203376.8957	2662408.563	8
??	Xianxi	2.33	12.6	120.469061	24.131672	196036.0031	2669707.797	8
??	Erlin	3.04	10.1	120.409653	23.925175	189901.7565	2646862.1	8
??	Nantou	2.06	12.1	120.685306	23.913	217960.9325	2645423.87	8
??	Douliu	1.82	15.6	120.544994	23.711853	203604.1387	2623186.376	8
??	Lunbei	1.52	7.8	120.348742	23.757547	183615.4515	2628324.597	8
??	Xingang	2.03	8.4	120.345531	23.554839	183185.239	2605876.77	8
??	Puzi	1.94	5.5	120.2478	23.46538	173155.6228	2596018.432	8
??	Taixi	3.52	29.3	120.1993333	23.702175	168350.7048	2622269.861	8
